EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,EmploymentRating,DaysOfAbsence,EducationLevel,CertificationsEarned
E04189,Ariana Kim,Network Architect,IT,Manufacturing,Female,Asian,33,6/29/2014,"$96,366",0,China,Chengdu,,6,0,Bachelor's,0
E04217,Lydia Williams,System Administrator�,IT,Manufacturing,Female,Black,35,10/29/2014,"$91,592",0,United States,Chicago,,10,6,Bachelor's,0
E04267,Greyson Sanders,Cloud Infrastructure Architect,IT,Speciality Products,Male,Black,28,3/6/2019,"$90,304",0,United States,Chicago,,8,2,Master's,0
E04285,Riley Padilla,Technical Architect,IT,Manufacturing,Female,Latino,35,5/15/2013,"$78,940",0,United States,Miami,,6,8,Bachelor's,3
E04290,Hannah Gomez,Technical Architect,IT,Manufacturing,Female,Latino,25,5/11/2021,"$83,934",0,United States,Miami,,10,9,Master's,0
E04323,Melody Valdez,Director,IT,Manufacturing,Female,Latino,28,1/25/2021,"$160,385",0.23,United States,Miami,5/18/2021,5,12,Bachelor's,0
E04378,Ezra Simmons,Network Administrator,IT,Manufacturing,Male,Black,31,5/7/2016,"$71,192",0,United States,Austin,,10,15,Bachelor's,3
E04380,Naomi Washington,Manager,IT,Speciality Products,Female,Caucasian,51,3/13/2020,"$107,195",0.09,United States,Austin,,10,4,Master's,0
E04387,Everleigh White,Network Architect,IT,Speciality Products,Female,Caucasian,59,10/20/2017,"$86,831",0,United States,Phoenix,,8,5,Bachelor's,0
E04444,Brooklyn Ruiz,IT Coordinator,IT,Manufacturing,Female,Latino,61,8/10/2014,"$57,446",0,United States,Phoenix,,6,0,Bachelor's,4
E04466,Connor Bell,Network Administrator,IT,Corporate,Male,Black,54,4/1/2000,"$76,352",0,United States,Austin,,10,5,Bachelor's,4
E04491,Nathan Chan,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,45,3/2/2000,"$91,276",0,United States,Seattle,,10,10,Bachelor's,2
E04504,Jameson Alvarado,Enterprise Architect,IT,Manufacturing,Male,Latino,47,3/14/1999,"$92,897",0,Brazil,Sao Paulo,,6,15,Bachelor's,2
E04529,Gabriel Yu,Technical Architect,IT,Speciality Products,Male,Asian,42,6/23/2014,"$64,677",0,China,Chongqing,,5,7,Bachelor's,2
E04535,Charlotte Vo,System Administrator�,IT,Speciality Products,Female,Asian,57,1/10/2014,"$74,854",0,United States,Seattle,,9,2,Bachelor's,0
E04538,Adeline Yang,Cloud Infrastructure Architect,IT,Corporate,Female,Asian,53,7/20/2011,"$86,173",0,China,Chongqing,,6,13,Bachelor's,0
E04546,Jade Hunter,Cloud Infrastructure Architect,IT,Corporate,Female,Caucasian,42,2/5/2020,"$96,636",0,United States,Columbus,,5,10,Master's,0
E04547,Avery Grant,Enterprise Architect,IT,Research & Development,Female,Caucasian,49,3/5/2014,"$88,777",0,United States,Chicago,,6,1,Bachelor's,1
E04567,Madeline Hoang,Systems Analyst,IT,Research & Development,Female,Asian,28,10/25/2019,"$50,111",0,China,Chengdu,,6,10,Bachelor's,3
E04572,Jade Li,Director,IT,Speciality Products,Female,Asian,47,10/26/2012,"$183,156",0.3,United States,Seattle,,9,9,Master's,1
E04618,Mason Zhao,Technical Architect,IT,Research & Development,Male,Asian,46,10/26/2021,"$94,790",0,China,Chongqing,,8,2,Bachelor's,4
E04639,Luna Taylor,Network Administrator,IT,Manufacturing,Female,Caucasian,47,7/28/2018,"$87,806",0,United States,Seattle,,8,14,Bachelor's,0
E04670,Angel Do,IT Systems Architect,IT,Speciality Products,Male,Asian,34,9/20/2019,"$94,735",0,China,Beijing,,10,0,PhD,3
E04697,Eleanor Williams,Enterprise Architect,IT,Speciality Products,Female,Caucasian,61,2/9/2005,"$64,462",0,United States,Chicago,,7,1,Bachelor's,3
E04756,Aiden Le,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,55,12/24/1994,"$99,774",0,United States,Austin,,5,10,Bachelor's,3
E04762,Audrey Richardson,Director,IT,Manufacturing,Female,Caucasian,46,10/6/2018,"$166,259",0.17,United States,Chicago,,8,15,Bachelor's,4
E04784,Joshua Lin,Technical Architect,IT,Research & Development,Male,Asian,37,2/5/2016,"$80,055",0,China,Beijing,,7,11,Bachelor's,0
E04816,Jace Zhang,Service Desk Analyst,IT,Speciality Products,Male,Asian,31,2/14/2017,"$95,963",0,China,Chengdu,,6,3,Master's,0
E04888,Elijah Henry,Manager,IT,Corporate,Male,Caucasian,32,1/3/2014,"$127,148",0.1,United States,Miami,,7,16,Master's,1
E04903,Skylar Liu,Director,IT,Research & Development,Female,Asian,29,8/9/2020,"$161,203",0.15,China,Chengdu,,10,3,Master's,4
E04925,Athena Jordan,System Administrator�,IT,Manufacturing,Female,Black,42,2/19/2011,"$72,486",0,United States,Seattle,,10,5,Master's,2
E04931,Zoe Romero,Network Architect,IT,Manufacturing,Female,Latino,32,10/5/2021,"$88,072",0,Brazil,Sao Paulo,,7,13,Bachelor's,1
E04978,Peyton Harris,Enterprise Architect,IT,Research & Development,Female,Caucasian,45,4/5/2009,"$64,505",0,United States,Miami,,6,11,Master's,0
E1001,Dareen Fawwaz,Senior Developer,IT,,Female,,20,,135000.0,0.2,Jordan,Amman,,5,2,Master,3
E1004,Sara Ahmad,IT Support Specialist,IT,,Female,,45,,95000.0,0.1,USA,Phoenix,,4,4,Master,2
E1007,Tala Mohammad,Data Scientist,IT,,Female,,29,,110000.0,0.15,Germany,Berlin,2025-01-15,5,0,PhD,2
E1010,Alia Ahmad,Junior DevOps,IT,,Male,,24,,68000.0,0.05,USA,Abu Dhabi,,4,5,Bachelor,1
